,Unnamed: 0,images,labels,2,4,5,7,10,12
1648,6621,b'dessert_plate_s_000424.png',3.0,,,,,,
1649,6623,b'tulip_s_001269.png',2.0,,,,,,
1650,6625,b'discharge_lamp_s_001123.png',5.0,,,,,,
1651,6638,b'telephone_s_001782.png',5.0,,,,,,
1652,6639,b'computer_keyboard_s_000398.png',5.0,,,,,,
1653,6642,b'bowl_s_000716.png',3.0,,,,,,
1654,6648,b'cichlid_s_002109.png',1.0,,,,,,
1655,6649,b'telephone_s_000999.png',5.0,,,,,,
1656,6651,b'mako_shark_s_000549.png',1.0,,,,,,
1657,6660,b'tulipa_clusiana_s_000069.png',2.0,,,,,,
1658,6662,b'orange_tree_s_000099.png',4.0,,,,,,
1659,6664,b'bosc_s_001958.png',4.0,,,,,,
1660,6666,b'guitarfish_s_000585.png',1.0,,,,,,
1661,6668,b'pear_s_001293.png',4.0,,,,,,
1662,6669,b'alarm_clock_s_000910.png',5.0,,,,,,
1663,6672,b'tulipa_clusiana_s_000162.png',2.0,,,,,,
1664,6674,b'clock_s_000249.png',5.0,,,,,,
1665,6675,b'bell_pepper_s_000447.png',4.0,,,,,,
1666,6680,b'lamp_s_000770.png',5.0,,,,,,
1667,6689,b'rainbow_trout_s_001098.png',1.0,,,,,,
1668,6691,b'bottle_s_001613.png',3.0,,,,,,
1669,6696,b'computer_keyboard_s_001151.png',5.0,,,,,,
1670,6698,b'halibut_s_000422.png',1.0,,,,,,
1671,6712,b'sweet_pepper_s_001970.png',4.0,,,,,,
1672,6716,b'bartlett_s_001275.png',4.0,,,,,,
1673,6719,b'orange_tree_s_000255.png',4.0,,,,,,
1674,6723,b'anjou_s_001654.png',4.0,,,,,,
1675,6725,b'butterfly_orchid_s_001668.png',2.0,,,,,,
1676,6734,b'flatfish_s_000020.png',1.0,,,,,,
1677,6737,b'rosebush_s_000884.png',2.0,,,,,,
1678,6738,b'television_s_000888.png',5.0,,,,,,
1679,6739,b'rose_s_000141.png',2.0,,,,,,
1680,6743,b'goblet_s_000999.png',3.0,,,,,,
1681,6751,b'poppy_s_002033.png',2.0,,,,,,
1682,6754,b'rosebush_s_001328.png',2.0,,,,,,
1683,6761,b'sunflower_s_001016.png',2.0,,,,,,
1684,6762,b'alarm_clock_s_000033.png',5.0,,,,,,
1685,6763,b'plate_s_002693.png',3.0,,,,,,
1686,6767,b'goldfish_s_002357.png',1.0,,,,,,
1687,6771,b'clock_s_000001.png',5.0,,,,,,
1688,6776,b'keyboard_s_000986.png',5.0,,,,,,
1689,6788,b'dessert_plate_s_000018.png',3.0,,,,,,
1690,6793,b'soda_can_s_000667.png',3.0,,,,,,
1691,6794,b'orchid_s_001933.png',2.0,,,,,,
1692,6795,b'keyboard_s_000836.png',5.0,,,,,,
1693,6797,b'pear_s_001783.png',4.0,,,,,,
1694,6799,b'turbot_s_000701.png',1.0,,,,,,
1695,6800,b'bell_morel_s_000002.png',4.0,,,,,,
1696,6801,b'tulip_s_000827.png',2.0,,,,,,
1697,6803,b'apple_s_000528.png',4.0,,,,,,
1698,6806,b'rose_s_001068.png',2.0,,,,,,
1699,6810,b'plate_s_002407.png',3.0,,,,,,
1700,6812,b'soda_can_s_000568.png',3.0,,,,,,
1701,6815,b'guitarfish_s_000249.png',1.0,,,,,,
1702,6823,b'rose_s_000407.png',2.0,,,,,,
1703,6824,b'sweet_pepper_s_000845.png',4.0,,,,,,
1704,6830,b'poppy_s_001232.png',2.0,,,,,,
1705,6843,b'electric_lamp_s_000716.png',5.0,,,,,,
1706,6844,b'bowl_s_000054.png',3.0,,,,,,
1707,6845,b'mushroom_s_002447.png',4.0,,,,,,
1708,6848,b'verpa_s_000529.png',4.0,,,,,,
1709,6850,b'saucer_s_000867.png',3.0,,,,,,
1710,6851,b'macoun_s_000598.png',4.0,,,,,,
1711,6857,b'discharge_lamp_s_000385.png',5.0,,,,,,
1712,6864,b'dessert_plate_s_000257.png',3.0,,,,,,
1713,6865,b'poppy_s_001276.png',2.0,,,,,,
1714,6869,b'plate_s_000729.png',3.0,,,,,,
1715,6872,b'soda_bottle_s_001418.png',3.0,,,,,,
1716,6876,b'poppy_s_000043.png',2.0,,,,,,
1717,6881,b'clock_s_002065.png',5.0,,,,,,
1718,6890,b'trout_s_000086.png',1.0,,,,,,
1719,6892,b'shark_s_000891.png',1.0,,,,,,
1720,6893,b'cichlid_s_000248.png',1.0,,,,,,
1721,6897,b'poppy_s_000556.png',2.0,,,,,,
1722,6899,b'bell_pepper_s_000165.png',4.0,,,,,,
1723,6905,b'shark_s_001202.png',1.0,,,,,,
1724,6911,b'plate_iron_s_000958.png',3.0,,,,,,
1725,6919,b'stingray_s_000150.png',1.0,,,,,,
1726,6928,b'stingray_s_002050.png',1.0,,,,,,
1727,6933,b'ketchup_bottle_s_000003.png',3.0,,,,,,
1728,6934,b'bigarade_s_000144.png',4.0,,,,,,
1729,6944,b'television_s_000178.png',5.0,,,,,,
1730,6945,b'inkpot_s_000191.png',3.0,,,,,,
1731,6947,b'winter_flounder_s_000008.png',1.0,,,,,,
1732,6950,b'television_system_s_000683.png',5.0,,,,,,
1733,6954,b'poppy_s_000104.png',2.0,,,,,,
1734,6955,b'citrus_aurantium_s_000279.png',4.0,,,,,,
1735,6956,b'lady_tulip_s_000279.png',2.0,,,,,,
1736,6957,b'computer_keyboard_s_000664.png',5.0,,,,,,
1737,6958,b'lamp_s_001758.png',5.0,,,,,,
1738,6961,b'sunflower_s_000557.png',2.0,,,,,,
1739,6962,b'beer_bottle_s_000011.png',3.0,,,,,,
1740,6965,b'soda_can_s_000203.png',3.0,,,,,,
1741,6968,b'alarm_clock_s_000261.png',5.0,,,,,,
1742,6971,b'sweet_pepper_s_001684.png',4.0,,,,,,
1743,6972,b'tin_can_s_001106.png',3.0,,,,,,
1744,6978,b'stingray_s_001496.png',1.0,,,,,,
1745,6980,b'television_s_002781.png',5.0,,,,,,
1746,6981,b'pear_s_001083.png',4.0,,,,,,
1747,6982,b'poppy_s_001902.png',2.0,,,,,,
1748,6984,b'morchella_esculenta_s_001060.png',4.0,,,,,,
1749,6986,b'bosc_s_000242.png',4.0,,,,,,
1750,6987,b'tv_s_000815.png',5.0,,,,,,
1751,6992,b'bartlett_pear_s_000630.png',4.0,,,,,,
1752,6995,b'rose_s_001336.png',2.0,,,,,,
1753,7005,b'fishbowl_s_002460.png',3.0,,,,,,
1754,7006,b'bowl_s_002548.png',3.0,,,,,,
1755,7011,b'tv_s_001476.png',5.0,,,,,,
1756,7013,b'television_s_001854.png',5.0,,,,,,
1757,7019,b'lady_tulip_s_000779.png',2.0,,,,,,
1758,7021,b'tulip_s_002108.png',2.0,,,,,,
1759,7025,b'pearmain_s_000142.png',4.0,,,,,,
1760,7027,b'sunflower_s_000439.png',2.0,,,,,,
1761,7029,b'guitarfish_s_000186.png',1.0,,,,,,
1762,7036,b'shark_s_000243.png',1.0,,,,,,
1763,7042,b'morel_s_000235.png',4.0,,,,,,
1764,7044,b'tangerine_s_000435.png',4.0,,,,,,
1765,7045,b'mushroom_s_000778.png',4.0,,,,,,
1766,7049,b'poppy_s_001148.png',2.0,,,,,,
1767,7051,b'rainbow_trout_s_001734.png',1.0,,,,,,
1768,7057,b'alarm_clock_s_000694.png',5.0,,,,,,
1769,7058,b'carassius_auratus_s_000568.png',1.0,,,,,,
1770,7060,b'keyboard_s_001233.png',5.0,,,,,,
1771,7062,b'goblet_s_000990.png',3.0,,,,,,
1772,7064,b'poppy_s_000230.png',2.0,,,,,,
1773,7067,b'bartlett_pear_s_000485.png',4.0,,,,,,
1774,7069,b'rosebush_s_000560.png',2.0,,,,,,
1775,7075,b'rose_s_000599.png',2.0,,,,,,
1776,7080,b'gray_sole_s_000315.png',1.0,,,,,,
1777,7086,b'rose_s_001219.png',2.0,,,,,,
1778,7091,b'telephone_s_000428.png',5.0,,,,,,
1779,7094,b'anjou_s_001382.png',4.0,,,,,,
1780,7100,b'whiskey_bottle_s_000168.png',3.0,,,,,,
1781,7106,b'beer_bottle_s_000766.png',3.0,,,,,,
1782,7117,b'rosebush_s_001379.png',2.0,,,,,,
1783,7130,b'television_system_s_000485.png',5.0,,,,,,
1784,7135,b'carassius_auratus_s_000041.png',1.0,,,,,,
1785,7136,b'golden_delicious_s_000867.png',4.0,,,,,,
1786,7141,b'cup_s_000453.png',3.0,,,,,,
1787,7142,b'bowl_s_001859.png',3.0,,,,,,
1788,7143,b'macoun_s_001040.png',4.0,,,,,,
1789,7146,b'mountain_rose_s_000074.png',2.0,,,,,,
1790,7155,b'apple_s_000339.png',4.0,,,,,,
1791,7157,b'temple_orange_s_000203.png',4.0,,,,,,
1792,7160,b'poppy_s_001485.png',2.0,,,,,,
1793,7164,b'stingray_s_002135.png',1.0,,,,,,
1794,7176,b'bigarade_s_000076.png',4.0,,,,,,
1795,7177,b'mushroom_s_001061.png',4.0,,,,,,
1796,7179,b'bowl_s_000732.png',3.0,,,,,,
1797,7181,b'rose_s_000037.png',2.0,,,,,,
1798,7187,b'saucer_s_001416.png',3.0,,,,,,
1799,7196,b'bell_pepper_s_000668.png',4.0,,,,,,
1800,7198,b'rose_s_001241.png',2.0,,,,,,
1801,7199,b'coffee_can_s_000925.png',3.0,,,,,,
1802,7230,b'rose_s_000543.png',2.0,,,,,,
1803,7233,b'sponge_mushroom_s_000020.png',4.0,,,,,,
1804,7234,b'yellow_delicious_s_000128.png',4.0,,,,,,
1805,7245,b'porbeagle_s_000193.png',1.0,,,,,,
1806,7246,b'beer_bottle_s_000354.png',3.0,,,,,,
1807,7249,b'lemon_sole_s_000170.png',1.0,,,,,,
1808,7251,b'orchid_s_000028.png',2.0,,,,,,
1809,7256,b'chalice_s_001253.png',3.0,,,,,,
1810,7259,b'orchid_s_001206.png',2.0,,,,,,
1811,7266,b'yellow_delicious_s_000494.png',4.0,,,,,,
1812,7269,b'bartlett_pear_s_000516.png',4.0,,,,,,
1813,7275,b'orchid_s_000256.png',2.0,,,,,,
1814,7277,b'trout_s_002250.png',1.0,,,,,,
1815,7278,b'rainbow_trout_s_001411.png',1.0,,,,,,
1816,7279,b'stingray_s_000904.png',1.0,,,,,,
1817,7291,b'tin_can_s_001186.png',3.0,,,,,,
1818,7295,b'computer_keyboard_s_001932.png',5.0,,,,,,
1819,7296,b'poppy_s_000698.png',2.0,,,,,,
1820,7297,b'chalice_s_001865.png',3.0,,,,,,
1821,7299,b'bowl_s_002274.png',3.0,,,,,,
1822,7302,b'bowl_s_001662.png',3.0,,,,,,
1823,7304,b'goblet_s_000936.png',3.0,,,,,,
1824,7316,b'pear_s_001438.png',4.0,,,,,,
1825,7319,b'trout_s_000133.png',1.0,,,,,,
1826,7324,b'mushroom_s_000379.png',4.0,,,,,,
1827,7330,b'plate_iron_s_000387.png',3.0,,,,,,
1828,7332,b'tulipa_clusiana_s_000150.png',2.0,,,,,,
1829,7334,b'sunflower_s_000085.png',2.0,,,,,,
1830,7335,b'bowl_s_001632.png',3.0,,,,,,
1831,7340,b'pear_s_000279.png',4.0,,,,,,
1832,7341,b'alarm_clock_s_000026.png',5.0,,,,,,
1833,7342,b'plate_iron_s_000293.png',3.0,,,,,,
1834,7343,b'rainbow_trout_s_000813.png',1.0,,,,,,
1835,7344,b'rosebush_s_000885.png',2.0,,,,,,
1836,7345,b'telephone_set_s_000895.png',5.0,,,,,,
1837,7346,b'halibut_s_000035.png',1.0,,,,,,
1838,7355,b'butterfly_orchid_s_001677.png',2.0,,,,,,
1839,7356,b'sweet_pepper_s_000044.png',4.0,,,,,,
1840,7359,b'lady_tulip_s_000497.png',2.0,,,,,,
1841,7367,b'goldfish_s_001902.png',1.0,,,,,,
1842,7375,b'sweet_pepper_s_000640.png',4.0,,,,,,
1843,7377,b'dessert_plate_s_000442.png',3.0,,,,,,
1844,7381,b'mountain_rose_s_001239.png',2.0,,,,,,
1845,7383,b'cichlid_s_001245.png',1.0,,,,,,
1846,7385,b'shark_s_002305.png',1.0,,,,,,
1847,7387,b'television_s_001020.png',5.0,,,,,,
1848,7393,b'verpa_s_000969.png',4.0,,,,,,
1849,7396,b'poppy_s_001373.png',2.0,,,,,,
1850,7400,b'dessert_plate_s_000102.png',3.0,,,,,,
1851,7406,b'fish_bowl_s_000136.png',3.0,,,,,,
1852,7410,b'mushroom_s_001771.png',4.0,,,,,,
1853,7414,b'anjou_s_001504.png',4.0,,,,,,
1854,7415,b'sunflower_s_000652.png',2.0,,,,,,
1855,7424,b'sweet_pepper_s_001782.png',4.0,,,,,,
1856,7427,b'yellowtail_flounder_s_000264.png',1.0,,,,,,
1857,7429,b'bowl_s_000493.png',3.0,,,,,,
1858,7430,b'stingray_s_000549.png',1.0,,,,,,
1859,7438,b'dessert_plate_s_000351.png',3.0,,,,,,
1860,7442,b'sunflower_s_002126.png',2.0,,,,,,
1861,7443,b'fishbowl_s_000574.png',3.0,,,,,,
1862,7444,b'yellowtail_flounder_s_000242.png',1.0,,,,,,
1863,7452,b'red_delicious_s_002298.png',4.0,,,,,,
1864,7455,b'halibut_s_000577.png',1.0,,,,,,
1865,7459,b'bowl_s_001571.png',3.0,,,,,,
1866,7469,b'halibut_s_000301.png',1.0,,,,,,
1867,7471,b'sunflower_s_000568.png',2.0,,,,,,
1868,7475,b'goblet_s_000885.png',3.0,,,,,,
1869,7476,b'fishbowl_s_000396.png',3.0,,,,,,
1870,7480,b'cichlid_s_001513.png',1.0,,,,,,
1871,7484,b'poppy_s_001031.png',2.0,,,,,,
1872,7485,b'rosebush_s_000391.png',2.0,,,,,,
1873,7488,b'saucer_s_000069.png',3.0,,,,,,
1874,7493,b'computer_keyboard_s_001841.png',5.0,,,,,,
1875,7495,b'sour_orange_s_000802.png',4.0,,,,,,
1876,7498,b'mcintosh_s_000093.png',4.0,,,,,,
1877,7499,b'alarm_clock_s_000710.png',5.0,,,,,,
1878,7500,b'rose_s_001269.png',2.0,,,,,,
1879,7513,b'soda_can_s_001205.png',3.0,,,,,,
1880,7514,b'soda_can_s_000248.png',3.0,,,,,,
1881,7516,b'chalice_s_001585.png',3.0,,,,,,
1882,7525,b'mushroom_s_000656.png',4.0,,,,,,
1883,7531,b'beaker_s_001932.png',3.0,,,,,,
1884,7537,b'goblet_s_000026.png',3.0,,,,,,
1885,7538,b'tulipa_clusiana_s_000358.png',2.0,,,,,,
1886,7541,b'shortfin_mako_s_000481.png',1.0,,,,,,
1887,7543,b'rainbow_trout_s_001968.png',1.0,,,,,,
1888,7552,b'cichlid_fish_s_000048.png',1.0,,,,,,
1889,7553,b'bell_pepper_s_001276.png',4.0,,,,,,
1890,7555,b'soda_bottle_s_001092.png',3.0,,,,,,
1891,7556,b'flatfish_s_001829.png',1.0,,,,,,
1892,7560,b'mushroom_s_000980.png',4.0,,,,,,
1893,7565,b'tulip_s_001759.png',2.0,,,,,,
1894,7575,b'dessert_plate_s_000238.png',3.0,,,,,,
1895,7577,b'red_delicious_s_000523.png',4.0,,,,,,
1896,7578,b'bartlett_pear_s_000434.png',4.0,,,,,,
1897,7581,b'dessert_plate_s_000049.png',3.0,,,,,,
1898,7584,b'keyboard_s_001548.png',5.0,,,,,,
1899,7586,b'sunflower_s_002048.png',2.0,,,,,,
1900,7590,b'plate_s_002898.png',3.0,,,,,,
1901,7596,b'bowl_s_000704.png',3.0,,,,,,
1902,7600,b'computer_keyboard_s_001332.png',5.0,,,,,,
1903,7608,b'telephone_set_s_000034.png',5.0,,,,,,
1904,7609,b'television_system_s_001688.png',5.0,,,,,,
1905,7610,b'alarm_clock_s_000050.png',5.0,,,,,,
1906,7613,b'lamp_s_002120.png',5.0,,,,,,
1907,7616,b'coffee_can_s_000481.png',3.0,,,,,,
1908,7626,b'television_s_000494.png',5.0,,,,,,
1909,7627,b'morchella_esculenta_s_001159.png',4.0,,,,,,
1910,7631,b'butterfly_ray_s_000861.png',1.0,,,,,,
1911,7635,b'verpa_s_000577.png',4.0,,,,,,
1912,7639,b'clavier_s_000014.png',5.0,,,,,,
1913,7642,b'orchid_s_000869.png',2.0,,,,,,
1914,7643,b'electric_lamp_s_000712.png',5.0,,,,,,
1915,7646,b'phone_s_001742.png',5.0,,,,,,
1916,7657,b'rose_s_000526.png',2.0,,,,,,
1917,7658,b'dessert_plate_s_000207.png',3.0,,,,,,
1918,7660,b'sunflower_s_001285.png',2.0,,,,,,
1919,7663,b'poppy_s_000220.png',2.0,,,,,,
1920,7668,b'rosebush_s_001891.png',2.0,,,,,,
1921,7671,b'sunflower_s_001058.png',2.0,,,,,,
1922,7678,b'alarm_clock_s_000366.png',5.0,,,,,,
1923,7683,b'goblet_s_001052.png',3.0,,,,,,
1924,7685,b'cichlid_s_000363.png',1.0,,,,,,
1925,7690,b'mako_shark_s_001357.png',1.0,,,,,,
1926,7696,b'clock_s_001053.png',5.0,,,,,,
1927,7705,b'alarm_clock_s_000117.png',5.0,,,,,,
1928,7711,b'poppy_s_001615.png',2.0,,,,,,
1929,7712,b'fishbowl_s_001263.png',3.0,,,,,,
1930,7714,b'porbeagle_s_000281.png',1.0,,,,,,
1931,7721,b'poppy_s_001324.png',2.0,,,,,,
1932,7723,b'mackerel_shark_s_001034.png',1.0,,,,,,
1933,7725,b'orchid_s_001125.png',2.0,,,,,,
1934,7739,b'stingray_s_001780.png',1.0,,,,,,
1935,7743,b'lamp_s_000158.png',5.0,,,,,,
1936,7746,b'chalice_s_000011.png',3.0,,,,,,
1937,7750,b'tv_s_000037.png',5.0,,,,,,
1938,7752,b'stingray_s_000876.png',1.0,,,,,,
1939,7756,b'citrus_aurantium_s_000621.png',4.0,,,,,,
1940,7761,b'clock_s_000512.png',5.0,,,,,,
1941,7768,b'stingray_s_001366.png',1.0,,,,,,
1942,7784,b'alarm_clock_s_000913.png',5.0,,,,,,
1943,7786,b'stingray_s_001386.png',1.0,,,,,,
1944,7794,b'valencia_orange_s_000231.png',4.0,,,,,,
1945,7799,b'chalice_s_001764.png',3.0,,,,,,
1946,7811,b'television_s_002106.png',5.0,,,,,,
1947,7815,b'orchid_s_001543.png',2.0,,,,,,
1948,7822,b'beer_can_s_000553.png',3.0,,,,,,
1949,7826,b'beer_can_s_002696.png',3.0,,,,,,
1950,7827,b'trout_s_002615.png',1.0,,,,,,
1951,7835,b'sweet_pepper_s_000538.png',4.0,,,,,,
1952,7838,b'pear_s_001292.png',4.0,,,,,,
1953,7839,b'lamp_s_000689.png',5.0,,,,,,
1954,7847,b'orchid_s_000242.png',2.0,,,,,,
1955,7849,b'cichlid_fish_s_000329.png',1.0,,,,,,
1956,7855,b'anjou_s_000444.png',4.0,,,,,,
1957,7858,b'phone_s_000708.png',5.0,,,,,,
1958,7861,b'tulip_s_001546.png',2.0,,,,,,
1959,7863,b'sweet_pepper_s_000181.png',4.0,,,,,,
1960,7864,b'bowl_s_000214.png',3.0,,,,,,
1961,7866,b'shark_s_000482.png',1.0,,,,,,
1962,7868,b'pop_bottle_s_000495.png',3.0,,,,,,
1963,7869,b'flatfish_s_002015.png',1.0,,,,,,
1964,7872,b'plaice_s_001485.png',1.0,,,,,,
1965,7878,b'fishbowl_s_002507.png',3.0,,,,,,
1966,7879,b'valencia_orange_s_001674.png',4.0,,,,,,
1967,7888,b'clock_s_000084.png',5.0,,,,,,
1968,7895,b'milk_can_s_000134.png',3.0,,,,,,
1969,7901,b'plate_s_003151.png',3.0,,,,,,
1970,7904,b'english_sole_s_000054.png',1.0,,,,,,
1971,7921,b'tulip_s_000026.png',2.0,,,,,,
1972,7923,b'macoun_s_000688.png',4.0,,,,,,
1973,7930,b'beer_can_s_000135.png',3.0,,,,,,
1974,7933,b'pear_s_001984.png',4.0,,,,,,
1975,7935,b'poppy_s_002631.png',2.0,,,,,,
1976,7941,b'bowl_s_002227.png',3.0,,,,,,
1977,7942,b'mako_shark_s_001111.png',1.0,,,,,,
1978,7951,b'poppy_s_001842.png',2.0,,,,,,
1979,7952,b'mushroom_s_001743.png',4.0,,,,,,
1980,7956,b'goblet_s_000117.png',3.0,,,,,,
1981,7958,b'bosc_s_000924.png',4.0,,,,,,
1982,7959,b'sunflower_s_002056.png',2.0,,,,,,
1983,7961,b'stingray_s_001310.png',1.0,,,,,,
1984,7965,b'tv_s_000434.png',5.0,,,,,,
1985,7971,b'bottle_s_001924.png',3.0,,,,,,
1986,7972,b'bell_pepper_s_001322.png',4.0,,,,,,
1987,7974,b'cichlid_fish_s_001205.png',1.0,,,,,,
1988,7981,b'poppy_s_002221.png',2.0,,,,,,
1989,7993,b'navel_orange_s_000075.png',4.0,,,,,,
1990,7997,b'carassius_auratus_s_000061.png',1.0,,,,,,
1991,7998,b'beer_bottle_s_001481.png',3.0,,,,,,
1992,7999,b'keyboard_s_001144.png',5.0,,,,,,
1993,8000,b'rainbow_trout_s_001090.png',1.0,,,,,,
1994,8002,b'bell_pepper_s_001663.png',4.0,,,,,,
1995,8005,b'tulipa_clusiana_s_000003.png',2.0,,,,,,
1996,8006,b'mushroom_s_001278.png',4.0,,,,,,
1997,8011,b'bowl_s_002731.png',3.0,,,,,,
1998,8012,b'northern_spy_s_000648.png',4.0,,,,,,
1999,8016,b'alarm_clock_s_000817.png',5.0,,,,,,
2000,8017,b'navel_orange_s_000641.png',4.0,,,,,,
2001,8021,b'rush_candle_s_000055.png',5.0,,,,,,
2002,8027,b'dwarf_tulip_s_000215.png',2.0,,,,,,
2003,8028,b'oilcan_s_001626.png',3.0,,,,,,
2004,8031,b'keyboard_s_001017.png',5.0,,,,,,
2005,8038,b'butterfly_orchid_s_001071.png',2.0,,,,,,
2006,8041,b'shark_s_002241.png',1.0,,,,,,
2007,8042,b'bottle_s_001176.png',3.0,,,,,,
2008,8045,b'northern_spy_s_000693.png',4.0,,,,,,
2009,8048,b'bowl_s_001048.png',3.0,,,,,,
2010,8053,b'orchid_s_001878.png',2.0,,,,,,
2011,8056,b'goblet_s_000988.png',3.0,,,,,,
2012,8057,b'beer_can_s_000187.png',3.0,,,,,,
2013,8059,b'sea_trout_s_000261.png',1.0,,,,,,
2014,8061,b'sunflower_s_002410.png',2.0,,,,,,
2015,8062,b'rainbow_trout_s_000441.png',1.0,,,,,,
2016,8065,b'macoun_s_000024.png',4.0,,,,,,
2017,8067,b'lamp_s_001122.png',5.0,,,,,,
2018,8070,b'sunflower_s_002396.png',2.0,,,,,,
2019,8072,b'lamp_s_000783.png',5.0,,,,,,
2020,8075,b'poppy_s_002703.png',2.0,,,,,,
2021,8078,b'sunflower_s_001618.png',2.0,,,,,,
2022,8080,b'dwarf_tulip_s_000102.png',2.0,,,,,,
2023,8082,b'clavier_s_000216.png',5.0,,,,,,
2024,8084,b'tv_s_000776.png',5.0,,,,,,
2025,8086,b'phone_s_000482.png',5.0,,,,,,
2026,8088,b'clock_s_000903.png',5.0,,,,,,
2027,8091,b'morchella_esculenta_s_000822.png',4.0,,,,,,
2028,8092,b'poppy_s_001138.png',2.0,,,,,,
2029,8098,b'flounder_s_000121.png',1.0,,,,,,
2030,8099,b'sunflower_s_000149.png',2.0,,,,,,
2031,8103,b'lamp_s_002081.png',5.0,,,,,,
2032,8106,b'yellow_delicious_s_000694.png',4.0,,,,,,
2033,8111,b'bottle_s_000951.png',3.0,,,,,,
2034,8117,b'clock_s_000626.png',5.0,,,,,,
2035,8120,b'soda_can_s_000274.png',3.0,,,,,,
2036,8121,b'dessert_plate_s_000221.png',3.0,,,,,,
2037,8122,b'turbot_s_000870.png',1.0,,,,,,
2038,8126,b'clock_s_002014.png',5.0,,,,,,
2039,8130,b'bartlett_pear_s_000393.png',4.0,,,,,,
2040,8140,b'clock_s_000937.png',5.0,,,,,,
2041,8144,b'goblet_s_001664.png',3.0,,,,,,
2042,8145,b'tv_s_000066.png',5.0,,,,,,
2043,8146,b'butterfly_orchid_s_000089.png',2.0,,,,,,
2044,8147,b'discharge_lamp_s_000776.png',5.0,,,,,,
2045,8149,b'phone_s_001134.png',5.0,,,,,,
2046,8150,b'dessert_plate_s_000309.png',3.0,,,,,,
2047,8155,b'plaice_s_000307.png',1.0,,,,,,
2048,8156,b'shark_s_002047.png',1.0,,,,,,
2049,8157,b'coffee_can_s_000012.png',3.0,,,,,,
2050,8165,b'tulip_s_000961.png',2.0,,,,,,
2051,8167,b'poppy_s_002246.png',2.0,,,,,,
2052,8169,b'longfin_mako_s_000062.png',1.0,,,,,,
2053,8170,b'sunflower_s_000548.png',2.0,,,,,,
2054,8174,b'chalice_s_001093.png',3.0,,,,,,
2055,8176,b'stingray_s_002488.png',1.0,,,,,,
2056,8177,b'fishplate_s_000109.png',3.0,,,,,,
2057,8180,b'red_delicious_s_000896.png',4.0,,,,,,
2058,8192,b'cichlid_fish_s_000373.png',1.0,,,,,,
2059,8195,b'tulip_s_000005.png',2.0,,,,,,
2060,8196,b'valencia_orange_s_000352.png',4.0,,,,,,
2061,8197,b'television_system_s_001250.png',5.0,,,,,,
2062,8198,b'navel_orange_s_000298.png',4.0,,,,,,
2063,8202,b'butterfly_orchid_s_000719.png',2.0,,,,,,
2064,8204,b'bottle_s_001458.png',3.0,,,,,,
2065,8206,b'stingray_s_000432.png',1.0,,,,,,
2066,8207,b'sunflower_s_000214.png',2.0,,,,,,
2067,8215,b'bell_pepper_s_001031.png',4.0,,,,,,
2068,8224,b'mackerel_shark_s_000982.png',1.0,,,,,,
2069,8226,b'tulipa_armena_s_000003.png',2.0,,,,,,
2070,8234,b'rosebush_s_001024.png',2.0,,,,,,
2071,8235,b'goblet_s_001347.png',3.0,,,,,,
2072,8237,b'morchella_esculenta_s_001114.png',4.0,,,,,,
2073,8250,b'beer_can_s_002113.png',3.0,,,,,,
2074,8251,b'telephone_set_s_000104.png',5.0,,,,,,
2075,8253,b'sunflower_s_001984.png',2.0,,,,,,
2076,8254,b'lamp_s_001895.png',5.0,,,,,,
2077,8257,b'sunflower_s_002315.png',2.0,,,,,,
2078,8261,b'telephone_s_000577.png',5.0,,,,,,
2079,8264,b'rose_s_001424.png',2.0,,,,,,
2080,8269,b'rainbow_trout_s_000811.png',1.0,,,,,,
2081,8270,b'bosc_s_001174.png',4.0,,,,,,
2082,8272,b'tulip_s_000027.png',2.0,,,,,,
2083,8280,b'plate_iron_s_000157.png',3.0,,,,,,
2084,8281,b'shark_s_000003.png',1.0,,,,,,
2085,8282,b'soda_can_s_000755.png',3.0,,,,,,
2086,8289,b'navel_orange_s_001397.png',4.0,,,,,,
2087,8290,b'rainbow_trout_s_001307.png',1.0,,,,,,
2088,8291,b'sunflower_s_000089.png',2.0,,,,,,
2089,8298,b'poppy_s_000806.png',2.0,,,,,,
2090,8299,b'pear_s_001241.png',4.0,,,,,,
2091,8303,b'telephone_s_000066.png',5.0,,,,,,
2092,8305,b'mushroom_s_000442.png',4.0,,,,,,
2093,8307,b'soda_bottle_s_000099.png',3.0,,,,,,
2094,8309,b'pear_s_001167.png',4.0,,,,,,
2095,8313,b'beer_bottle_s_001802.png',3.0,,,,,,
2096,8319,b'sweet_pepper_s_000151.png',4.0,,,,,,
2097,8320,b'tulipa_clusiana_s_000148.png',2.0,,,,,,
2098,8323,b'guitarfish_s_000825.png',1.0,,,,,,
2099,8328,b'tv_s_002223.png',5.0,,,,,,
2100,8331,b'sunflower_s_000662.png',2.0,,,,,,
2101,8334,b'verpa_s_001311.png',4.0,,,,,,
2102,8337,b'jaffa_orange_s_000006.png',4.0,,,,,,
2103,8341,b'clock_s_001772.png',5.0,,,,,,
2104,8345,b'numbfish_s_000092.png',1.0,,,,,,
2105,8347,b'chalice_s_002202.png',3.0,,,,,,
2106,8353,b'cichlid_s_001433.png',1.0,,,,,,
2107,8363,b'orchid_s_000949.png',2.0,,,,,,
2108,8364,b'television_system_s_001697.png',5.0,,,,,,
2109,8366,b'bartlett_pear_s_000032.png',4.0,,,,,,
